Z,Atom,A,B,Value,Uncertainty,Method,Year,Citation,Links,Notes
38,Sr+,6D5/2,5P3/2,1.839,0.006,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,6D5/2,6P3/2,9.93,0.05,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,6D5/2,4F7/2,7.37,0.05,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,6D5/2,4F5/2,1.65,0.01,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,7P1/2,5S1/2,0.063,0.001,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,7P1/2,4D3/2,0.045,0.004,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,7P1/2,6S1/2,0.185,0.003,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,7P1/2,5D3/2,0.23,0.02,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,7P1/2,7S1/2,10.86,0.01,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,7P1/2,6D3/2,15.45,0.05,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,7P3/2,5S1/2,0.053,0.002,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,7P3/2,4D3/2,0.028,0.002,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,7P3/2,4D5/2,0.078,0.005,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,7P3/2,6S1/2,0.384,0.006,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,7P3/2,5D3/2,0.062,0.004,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,7P3/2,5D5/2,0.22,0.02,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,7P3/2,7S1/2,15.24,0.02,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,7P3/2,6D3/2,6.85,0.03,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,7P3/2,6D5/2,20.66,0.08,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,5F5/2,4D3/2,1.65,0.01,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,5F5/2,4D5/2,0.445,0.003,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,5F5/2,5D3/2,2.01,0.05,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,5F5/2,5D5/2,0.55,0.01,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,5F5/2,6D3/2,21.76,0.05,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,5F5/2,6D5/2,5.83,0.01,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,5F7/2,4D5/2,1.99,0.01,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,5F7/2,5D5/2,2.48,0.06,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,5F7/2,6D5/2,26.07,0.07,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,8S1/2,5P1/2,0.35,0.01,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,8S1/2,5P3/2,0.497,0.001,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,8S1/2,6P1/2,1.179,0.002,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,8S1/2,6P3/2,1.677,0.004,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,8S1/2,7P1/2,7.949,0.007,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,8S1/2,7P3/2,11.638,0.009,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,7D3/2,5P1/2,0.746,0.003,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,7D3/2,5P3/2,0.331,0.002,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,7D3/2,6P1/2,2.365,0.005,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,7D3/2,6P3/2,1.065,0.002,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,7D3/2,4F5/2,1.24,0.002,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,7D3/2,7P1/2,10.61,0.05,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,7D3/2,7P3/2,4.92,0.02,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,7D3/2,5F5/2,12.15,0.06,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,7D5/2,5P3/2,0.999,0.004,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,7D5/2,6P3/2,3.197,0.006,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,7D5/2,4F7/2,1.481,0.003,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,7D5/2,4F5/2,0.331,0.001,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,7D5/2,7P3/2,14.65,0.07,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,7D5/2,5F5/2,3.22,0.02,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,7D5/2,5F7/2,14.4,0.08,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,8P1/2,5S1/2,0.054,0.005,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,8P1/2,4D3/2,0.031,0.005,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,8P1/2,6S1/2,0.005,0.001,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,8P1/2,5D3/2,0.091,0.004,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,8P1/2,7S1/2,0.41,0.03,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,8P1/2,6D3/2,0.72,0.01,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,8P1/2,8S1/2,16.23,0.02,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,8P1/2,7D3/2,24.02,0.03,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,8P3/2,5S1/2,0.054,0.009,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,8P3/2,4D3/2,0.019,0.003,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,8P3/2,4D5/2,0.053,0.009,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,8P3/2,6S1/2,0.07,0.02,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,8P3/2,5D3/2,0.024,0.003,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,8P3/2,5D5/2,0.08,0.01,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,8P3/2,7S1/2,0.74,0.06,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,8P3/2,6D3/2,0.25,0.01,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,8P3/2,6D5/2,0.82,0.03,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,8P3/2,8S1/2,22.77,0.05,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,8P3/2,7D3/2,10.678,0.007,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
38,Sr+,8P3/2,7D5/2,32.14,0.03,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
56,Ba+,6P1/2,6S1/2,3.358,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,6P1/2,5D3/2,3.066,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,6P3/2,6S1/2,4.738,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,6P3/2,5D3/2,1.339,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,6P3/2,5D5/2,4.124,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,7S1/2,6P1/2,2.473,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,7S1/2,6P3/2,3.856,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,6D3/2,6P1/2,4.887,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,6D3/2,6P3/2,2.333,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,6D5/2,6P3/2,6.921,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,7P1/2,6S1/2,0.062,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,7P1/2,5D3/2,0.285,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,7P1/2,7S1/2,7.017,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,7P1/2,6D3/2,8.63,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,7P3/2,6S1/2,0.085,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,7P3/2,5D3/2,0.158,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,7P3/2,5D5/2,0.459,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,7P3/2,7S1/2,9.783,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,7P3/2,6D3/2,3.768,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,7P3/2,6D5/2,11.469,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,8S1/2,6P1/2,0.699,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,8S1/2,6P3/2,1.021,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,8S1/2,7P1/2,4.946,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,8S1/2,7P3/2,7.638,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,7D3/2,6P1/2,1.394,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,7D3/2,6P3/2,0.614,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,7D3/2,7P1/2,8.218,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,7D3/2,7P3/2,3.955,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,7D5/2,6P3/2,1.868,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,7D5/2,7P3/2,11.685,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,8P1/2,6S1/2,0.089,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,8P1/2,5D3/2,0.137,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,8P1/2,7S1/2,0.137,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,8P1/2,6D3/2,0.134,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,8P1/2,8S1/2,11.549,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,8P1/2,7D3/2,15.556,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,8P3/2,6S1/2,0.035,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,8P3/2,5D3/2,0.078,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
56,Ba+,8P3/2,5D5/2,0.226,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101420",https://doi.org/10.1016/j.adt.2020.101381,
